numero,code,nom_commercial,groupe_therapeutique,prix_fcfa
3053,3413501,QUINIMAX CP ENR 500 MG B/9,"PARASITOLOGIE, ANTIPALUDIQUE",6105.0
3054,3991718,QUINLEVO CP B/10,"ANTIBIOTIQUE, QUINOLONE",7595.0
3055,3251409,QUINOD CP PELL 500 MG B/5,"ANTIBIOTIQUE, QUINOLONE",4230.0
3056,8172054,QUINTANACP 10 MG B/14,"ALLERGOLOGIE,ANTIHISTAMINIQUE",4025.0
3057,8172060,QUINTANA CP 5MG B/14,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2510.0
3058,3629793,QUINTANA SIROP FL/60 ML,"ALLERGOLOGIE,ANTIHISTAMINIQUE",1791.0
3059,3428535,QULANTA CP B/40,"GASTRO E H , ANTI ACIDE ETN PANSEMENT GASTRO INTESTINAL",3390.0
3060,3228999,RAASAR AM CP 50MG/5MG B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,8985.0
3061,3411438,RABELOC PDRE P P INJ 20 MG B/l,"GASTRO.E.H., ULCERE GASTRODUODENAL",4850.0
3062,3218945,RABEMAC CP 20 MG B/l 4,"GASTRO.E.H., ULCERE GASTRODUODENAL",4160.0
3063,8509074,RABEPRANE CP 20 MG B/30,"GASTRO.E.H., ULCERE GASTRODUODENAL",2125.0
3064,0164624,RABETOK CP 20 MG B/30,"GASTRO.E.H., ULCERE GASTRODUODENAL",4715.0
3065,0164662,RABETOK-D GEL 20MG/30MG B/20,"GASTRO.E.H., TROUBLES FONCTIONNELS DIGESTIFS",7630.0
3066,8596972,RABEZOL COMP 20MG B/14,"GASTRO E H, ULCERE GASTRO­ DUODENALE",4820.0
3067,3110072,RACIPER CP 20 MG B/14,"GASTRO.E.H., ULCERE GASTRODUODENAL",5280.0
3068,3088203,RACIPER CP 40MG B/14,"GASTRO.E.H., ULCERE GASTRODUODENAL",6955.0
3069,8003251,RALDOLCP B/l 0,ANTALGIQUE/ANTIPYRETIQUE + AINS,1160.0
3070,3990964,RAMIPRIL CP 10 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",6890.0
3071,3990957,RAMIPRIL CP 5 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",4820.0
3072,3990971,RAMIPRIL HCT CP 5MG/25MG B/30,"ANTIHYPERTENSEUR,INHIBITEUR ENZYME DE CONVERSION, DIURETIQUE",6335.0
3073,3629992,"RAMIPRIL-GH CP 2,5 MG B/30","ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",4459.0
3074,3255711,"RAMITHIAZIDE CP 10MG/12,5 MG B/28","ANTIHYPERTENSEUR,INHIBITEUR ENZYME DE CONVERSION, DIURETIQUE",4165.0
3075,8113873,RAMITHIAZIDE CP 10MG/25MG B/30,"ANTIHYPERTENSEUR,INHIBITEUR ENZYME DE CONVERSION, DIURETIQUE",7470.0
3076,8112520,RAMITHIAZIDE CP 5MG/12.5MG B/30,"ANTIHYPERTENSEUR,INHIBITEUR ENZYME DE CONVERSION, DIURETIQUE",3255.0
3077,3259368,RAMIZID CP 10 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",11255.0
3078,8112536,RAMIZID CP 5 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",7470.0
3079,2018607,RANFERON-12 GELULE B/l00,"HEMATOLOGIE, ANTIANEMIQUES",6300.0
3080,2029427,RANFERON-12 GELULE B/30,"HEMATOLOGIE, ANTIANEMIQUES",3031.0
3081,2018613,RANFERON- 12 SIROP FL/200 ML,"HEMATOLOGIE, ANTIANEMIQUES",3527.0
3082,8084002,RANFERON PLUS GELULE B/30,"HEMATOLOGIE, ANTIANEMIQUES",2897.0
3083,4215453,RANOPHAGE OD CP 1 G B/30,BIGUANIDE ANTIDIABETIQUE,2655.0
3084,2021326,RANOXYL GELULE 500 MG B/20,"ANTIBIOTIQUE, PENICILLINE",2125.0
3085,5015712,RANTUDIL FORTE GELULE 60 MG B/20,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),6200.0
3086,3008847,RANTUDIL GELULE 60MG B/20,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),4190.0
3087,5015711,RANTUDIL RETARD GELULE 90 MG B/20,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),9810.0
3088,8039183,RAPICLAV 1 GM CP 875 MG/125 MG B/14,"ANTIBIOTIQUE, PENICILLINE",6725.0
3089,8049690,RAPICLAV 375 CP PELL B/21,"ANTIBIOTIQUE, PENICILLINE",4165.0
3090,8049709,RAPICLAV 625 CP PELL B/21,"ANTIBIOTIQUE, PENICILLINE",4165.0
3091,8586163,"RAPIDEX 0,05% ENFANT SPRAY NASAL FL/10ML","ORL, DECONGESTIONNANTS",1170.0
3092,8586165,"RAPIDEX 0,10% ADULTE SPRAY NASAL FL/10ML","ORL, DECONGESTIONNANTS",1170.0
3093,8586152,RAPIDEX 250MG/5MG/2z5MG SUSP BUV FL/100ML,"ORL, ANTIGRIPPE ET ANTIRHUME",1310.0
3094,2473347,RAPIDEX 500MG/10MG/30MG/2z5MG COMP B/4,"ORL, ANTI-RHUME, ANTI GRIPPE",345.0
3095,8418756,RAPIDEX PDRE P SUSP BUV SACHET B/l 0,ANTI INFLAMMATOIRE NON STEROÏDIEN,700.0
3096,1390668,RAPIDOL CP PELL 500 MG B/l0,ANTALGIQUE/ANTIPYRETIQUE + AINS,1800.0
3097,3598641,RAPIDOL GEL P APPL LOC T/30 G,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),1323.0
3098,3492864,RAPINATE PDRE P SUSP INJ 60MG B/l,"PARASITOLOGIE, ANTIPALUDIQUE",1490.0
3099,3403624,RAPRILCP 10 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",9975.0
3100,3403587,RAPRIL CP 5 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",5210.0
3101,8167171,RASGIL GELULE 10 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",7470.0
3102,8167188,"RASGIL GELULE 2,5 MG B/30","ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",5195.0
3103,8167165,RASGIL GELULE 5 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",6230.0
3104,8172700,"RASGIL HTZ COMPRIMES 10MG/12,5MG B/30","ANTIHYPERTENSEUR,INHIBITEUR ENZYME DE CONVERSION, DIURETIQUE",5955.0
3105,8172717,RASGIL HTZ CP 10MG/25MG B/30,"ANTIHYPERTENSEUR,INHIBITEUR ENZYME DE CONVERSION, DIURETIQUE",6385.0
3106,8172686,RASGIL HTZ CP 5MG/12.5MG B/30,"ANTIHYPERTENSEUR,INHIBITEUR ENZYME DE CONVERSION, DIURETIQUE",4165.0
3107,8172692,RASGIL HTZ CP 5MG/25MG B/30,"ANTIHYPERTENSEUR,INHIBITEUR ENZYME DE CONVERSION, DIURETIQUE",5955.0
3108,2473655,RAVZOLE-D GEL 20MG/10MG/20MG B/30,GASTRO EH ULCERE GASTRO-DUODENAL,3720.0
3109,3418871,RENERVE P GELULE B/30,"NEUROLOGIE, ANTIEPILEPTIQUES",
3110,3270907,RENITEC CP 20 MG B/28,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",
3111,3270898,RENITEC CP 5 MG B28,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",
3112,3247780,RENNIE CP A CROQUER B/48,"GASTRO.E.H., ANTIACIDE ET PANSEMENT GASTROINTESTINAL",
3113,2472972,REPAR CP 500MG B/20,ANTALGIQUE/ANTIPYRETIQUE,
3114,2472977,REPAR DT CP 100MG B/10,ANTALGIQUE/ANTIPYRETIQUE,
3115,2472978,REPAR DTCP250MG B/10,ANTALGIQUE/ANTIPYRETIQUE,
3116,3402603,RESIFURAN SIROP FL/100ML,"GASTRO E.H, TROUBLES FONCTIONNELS DIGESTIFS",
3117,3017159,RESPAL CP 4 MG B/20,"PSYCHIATRIE, NEUROLEPTIQUES",
3118,8016526,RESPIBIEN GOUTTES NASALES FL/15ML,"ORL, DECONGESTIONNANTS",
3119,8017388,RESPIRA D SIROP FL/100 ML,"PNEUMOLOGIE, ANTITUSSIF",
3120,8052410,RESTAMINE CP 10 MG B/10,"ALLERGOLOGIE,ANTIHISTAMINIQUE",
3121,8098731,RESTRIVA AMP INJ 500 MG B/5,ANTALGIQUE/ANTIPYRETIQUE ET ANTISPASMODIQUE,
3122,8098642,RESTRIVA CP 500 MG B/20,ANTALGIQUE/ANTIPYRETIQUE ET ANTISPASMODIQUE,
3123,2022661,"RETARPEN 2,4 PDRE P P INJ 2,4 MUI B/l","ANTIBIOTIQUE, PENICILLINE",
3124,8103024,REUMOXICAM CP DISP 20MG B/10,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),
3125,5050007,REUMOXICAN CP 20 MG B/30,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),
3126,5050008,REUMOXICAN SUPPO 20MG B/l 2,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),
3127,3394643,RHINATHIOL TOUX SECHES SIROP AD FL/200 ML,"PNEUMOLOGIE, ANTITUSSIF",3040.0
3128,3396004,RHINATHIOL TOUX SECHES SIROP ENF FL/125ML,"PNEUMOLOGIE, ANTITUSSIF",1870.0
3129,8009644,RHINEX SIROP FL/60ML,"ORL,ANTI-GRIPPE,ANTI-RHUME",1375.0
3130,2010959,RHINOCAP GELULE B/10,"ORL,ANTI-GRIPPE,ANTI-RHUME",2210.0
3131,3515822,RHINOCORT SUSP P INHAL FL/120 ML,"ORL, RHINITES ALLERGIQUES",9175.0
3132,3197500,RHINOFEBRAL VIT C GELULE B/20,"ORL,ANTI-GRIPPE,ANTI-RHUME",2480.0
3133,3263711,RHINOFLUIMUCIL SOL P PULV NAS FL/10 ML,"ORL, DECONGESTIONNANTS",2305.0
3134,2471777,RHINOPAROL COMP B/20,ORL RHUME ET GRIPPE,2615.0
3135,3212158,"RHINORIL PDRE POUR SUSP BUV 300MG/0,5MG EN SACHET B/12","ORL,ANTI-GRIPPE,ANTI-RHUME",2755.0
3136,8086515,RHINOSTOP CP B/20,"ORL,ANTI-GRIPPE,ANTI-RHUME",2145.0
3137,8086544,RHINOSTOP SIROP FL/100 ML,"ORL,ANTI-GRIPPE,ANTI-RHUME",2245.0
3138,8406954,RHINOTEC GTTE NAS FL/30ML,"ORL, DECONGESTIONNANTS",2495.0
3139,5015728,RHUMAGRIPCP B/16,"ORL,ANTI-GRIPPE,ANTI-RHUME",1583.0
3140,3369838,RHUMIX PDRE P SUSP BUV SACHET B/10,"ORL,ANTI-GRIPPE,ANTI-RHUME",2690.0
3141,1266531,RHUVEX GRANULE SACHET B/8,"ORL,ANTI-GRIPPE,ANTI-RHUME",1520.0
3142,3015933,RIABAL COMPOSE CP PELL 30MG/325MG B/20,ANTISPASMODIQUE,2785.0
3143,3051603,RIABAL SOL INJ 15MG/2ML B/6,ANTISPASMODIQUE,2523.0
3144,3370520,RICHFER GELULE B/30,"HEMATOLOGIE, ANTIANEMIQUES",2755.0
3145,5000099,RICHFER PLUS SIROP FL/200 ML,"HEMATOLOGIE, ANTIANEMIQUES",3444.0
3146,9990359,RIDMAL COMPRIMES 40MG/320MG B/l 2,"PARASITOLOGIE, ANTIPALUDIQUE",4440.0
3147,9990357,RIDMAL COMPRIMES 40MG/320MG B/3,"PARASITOLOGIE, ANTIPALUDIQUE",2370.0
3148,9990358,RIDMAL COMPRIMES 40MG/320MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",3065.0
3149,2472182,RIDMAL CP 120MG/960MG B/3,"PARASITOLOGIE, ANTIPALUDIQUE",4025.0
3150,3564578,RIDMAL CP 60MG/480MG B/3,"PARASITOLOGIE, ANTIPALUDIQUE",2785.0
3151,3564585,RIDMAL CP 80MG/640MG B/3,"PARASITOLOGIE, ANTIPALUDIQUE",3060.0
3152,3564592,RIDMAL CP 80MG/640MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",4438.0
3153,8152689,RIDMAL CP PELL 40MG/320MG B/9,"PARASITOLOGIE, ANTIPALUDIQUE",4025.0
3154,3091523,RIFAMYCINE CHIBRET CY 1% FL/10 ML,"OPHTALMOLOGIE, ANTIBACTERIENS LOCAUX",2620.0
3155,3091546,RIFAMYCINE CHIBRET PDE OPHT 1 MUI T/5G,"OPHTALMOLOGIE, ANTIBACTERIENS LOCAUX",2015.0
3156,3136522,RIFEX CP 120MG B/20,"ALLERGOLOGIE,ANTIHISTAMINIQUE",3391.0
3157,3136560,RIFEX CP 180MG B/20,"ALLERGOLOGIE,ANTIHISTAMINIQUE",3735.0
3158,6192372,RIFIXINE CP 200 MG B/l 2,"INFECTIOLOGIE, DIVERS ANTIBACTERIENS",4165.0
3159,3179215,RILIFCP 100 MG B/10,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),350.0
3160,8057666,"RINASAN SPRAY NASAL AD 0,1% FL/10 ML","ORL, DECONGESTIONNANTS",1061.0
3161,8057689,"RINASAN SPRAY NASAL ENF 0,05% FL/10 ML","ORL, DECONGESTIONNANTS",1061.0
3162,8082151,RINIALER CP 10 MG B/20,"ALLERGOLOGIE,ANTIHISTAMINIQUE",7717.0
3163,7252666,RINOGRIP SACHET B/10,"ORL, ANTI-RHUME, ANTI GRIPPE",2550.0
3164,7252568,RINOGRIP SACHET SANS SUCRE B/10,"ORL, ANTI-RHUME, ANTI GRIPPE",2545.0
3165,8003682,RINOMICINE PDRE P SUSP BUV B/10 SACH,"ORL,ANTI-GRIPPE,ANTI-RHUME",2000.0
3166,3309988,RIPAXILCP 250 MG B/10,"ANTIBIOTIQUE, CEPHALOSPORINE",5485.0
3167,3309902,RIPAXIL INJ 750MG IV/IM B/l,"ANTIBIOTIQUE, CEPHALOSPORINE",2645.0
3168,8598557,RIPAXILSUSP 125MG FL/50ML,"ANTIBIOTIQUE, CEFALOSPORINE",7340.0
3169,3244672,RISORDAN CP 20 MG B/60,"CARDIOLOGIE, TRAITEMENT DE L’INSUFFISANCE CORONARIENNE",5604.0
3170,3153968,RIVOTRIL CP 2 MG B/40,"NEUROLOGIE, ANTIEPILEPTIQUES",2025.0
3171,8027205,R-LUME SOL INJ 80 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",3065.0
3172,3191118,R-LUME CP DISP 40/120MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1408.0
3173,3080757,R-LUME CP DISP 80/480MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2785.0
3174,3191156,R-LUME CP DISPERSIBLE 20/120MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",860.0
3175,3191146,R-LUME PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2510.0
3176,3343838,ROBESTAR CP 5 MG B/30,HYPOLIPEMIANT,7760.0
3177,3267502,ROCEPHINE 500 IM PDRE P P INJ 500 MG B/l,"ANTIBIOTIQUE, CEPHALOSPORINE",6230.0
3178,3267465,ROCEPHINE 500 IV PDRE P P INJ 500 MG B/l,"ANTIBIOTIQUE, CEPHALOSPORINE",6225.0
3179,2019179,ROCEPHINE IM PDRE P P INJ 250 MG B/l,"ANTIBIOTIQUE, CEPHALOSPORINE",4420.0
3180,3269576,ROCEPHINE IV PDRE P P INJ 250 MG B/l,"ANTIBIOTIQUE, CEPHALOSPORINE",4420.0
3181,3175767,ROCETIL AMP INJ 750 MG B/l,"ANTIBIOTIQUE, CEPHALOSPORINE",8590.0
3182,8025502,RODERA CP PELL 5 MG B/l 0,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2340.0
3183,3074772,RODOGYL CP ENR B/20,ANTIBIOTIQUE ET ANTIPARASITAIRE,8336.0
3184,3990674,ROIPAR CP EFF 500 MG B/l 6,ANTALGIQUE/ANTIPYRETIQUE,1200.0
3185,3990667,ROIPAR CP EFFERVESCENT 1000MG B/l 6,ANTALGIQUE/ANTIPYRETIQUE,2234.0
3186,3990681,ROIPAR PLUS COMPRIMES EFFERVESCENTS 500MG/30MG B/l 6,ANTALGIQUE/ANTIPYRETIQUE,2205.0
3187,1393201,ROIPAR SIROP 125MG FL/100ML,ANTALGIQUE/ANTIPYRETIQUE,4535.0
3188,1393171,ROIPAR SOLUTION POUR PERFUS IV IG FL/100ML,ANTALGIQUE/ANTIPYRETIQUE,2065.0
3189,1393181,ROIPAR SOLUTION POUR PERFUS IV 500MG FL/100ML,ANTALGIQUE/ANTIPYRETIQUE,1380.0
3190,1393191,ROIPAR SUPPOSITOIRE 200MG B/l 0,ANTALGIQUE/ANTIPYRETIQUE,3140.0
3191,3331088,ROLICIN CP PELL 500 MG B/3,"ANTIBIOTIQUE, MACROLIDE",2785.0
3192,3042939,ROMAC CP 150 MG B/10,"ANTIBIOTIQUE, MACROLIDE",4580.0
3193,3043257,ROMAC CP PELL 300MG B/7,"ANTIBIOTIQUE, MACROLIDE",4580.0
3194,3185902,RONFENAC CP 100MG PLAQUETTE DE 10,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),1820.0
3195,8004842,RONFENAC SUPPO 100 MG B/l 0,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),1815.0
3196,8117523,"RONIC CY 0,l%FL/5ML","OPHTALMOLOGIE, ANTI- INFLAMMATOIRES LOCAUX",1395.0
3197,8018459,RONZOLECP 150MG B/l,ANTIFONGIQUE SYSTEMIQUE,1355.0
3198,3387702,ROSUKAA CP PELL 10 MG B/30,HYPOLIPEMIANT,7605.0
3199,3387719,ROSUKAA CP PELL 20MG B/30,HYPOLIPEMIANT,9670.0
3200,7153022,ROSUMAC CP PELL 10 MG B/30,HYPOLIPEMIANT,6230.0
3201,8153039,ROSUMAC CP PELL 20MG B/30,HYPOLIPEMIANT,8970.0
3202,3324708,ROVAMYCINE CP ENR 3 MUI B/10,"ANTIBIOTIQUE, MACROLIDE",5320.0
3203,3254600,ROVAMYCINE SIROP FL/150 ML,"ANTIBIOTIQUE, MACROLIDE",3305.0
3204,8127825,ROXFER SIROP FL/200 ML,"HEMATOLOGIE, ANTIANEMIQUES",2520.0
3205,1304531,ROXIANE 150MG B/l0,"ANTIBIOTIQUE, MACROLIDE",4202.0
3206,3308714,ROXIMAX CP PELL 150MG B/l 2,"ANTIBIOTIQUE, MACROLIDE",4810.0
3207,3153611,ROXIMEDCP 150 MG B/10,"ANTIBIOTIQUE, MACROLIDE",4740.0
3208,8065430,ROXINECP 150 MG B/10,"ANTIBIOTIQUE, MACROLIDE",4220.0
3209,3000193,ROXITHROMAX CP PELLICULE 150MG B/10,"ANTIBIOTIQUE, MACROLIDE",4160.0
3210,8005327,ROX-MYCIN CP 150 MG B/10,"ANTIBIOTIQUE, MACROLIDE",3500.0
3211,8513940,ROXYFORTE SOLUTION INJECTABLE 10MG/5ML B/l,"HEMATOLOGIE, ANTIANEMIQUES",5955.0
3212,8558919,ROZAN CP 10 MG B/30,HYPOLIPEMIANT,8985.0
3213,8558925,ROZAN CP 5 MG B/30,HYPOLIPEMIANT,5250.0
3214,2473682,ROZCIAN 10MG CP B/30,HYPOLIPEMIANT,7440.0
3215,2473681,ROZCIAN 20MG CP B/30,HYPOLIPEMIANT,8860.0
3216,8084628,RUBIX CP 150 MG B/4,ANTIFONGIQUE SYSTEMIQUE,4270.0
3217,8084597,RUBIX CP 150MG B/l,ANTIFONGIQUE SYSTEMIQUE,1135.0
3218,8077887,RUBIX CP 150MG B/2,ANTIFONGIQUE SYSTEMIQUE,2300.0
3219,8495107,RUCOLD SUSP BUV FL/100 ML,"ORL,ANTI-GRIPPE,ANTI-RHUME",1157.0
3220,3290381,RUUD CP ENR 150 MG B/10,"ANTIBIOTIQUE, MACROLIDE",9953.0
3221,3209318,RUNN-P CP 100MG/500MG B/10,ANTALGIQUE/ANTIPYRETIQUE + AINS,2510.0
3222,3226880,SALAZOPYRINE CP ENR 500 MG B/l 00,"GASTRO.E.H., MALADIES INFLAMMATOIRES DE L'INTESTIN",13440.0
3223,3299324,"SALBUMOL AMP AMP INJ 0,5 MG B/6","GYNECOLOGIE, UTEROLAXANTS",2041.0
3224,2472812,SALBUNHAL lOOpG/DOSE,"PNEUMOLOGIE, ANTI-ASTHMATIQUE",2755.0
3225,3289526,SALBUTUS SIROP 2MG/5ML FL/200ML,"PNEUMOLOGIE, ANTIASTHMATIQUE",2095.0
3226,2292461,SALBUTUS SIROP FL/100ML,"PNEUMOLOGIE, ANTIASTHMATIQUE",1410.0
3227,8025413,SANCEPH DS PDRE P SUSP BUV 250MG FL/100ML,"ANTIBIOTIQUE, CEPHALOSPORINE",3335.0
3228,8025436,SANDROX DS PDRE P SUSP BUV 250MG FL/100ML,"ANTIBIOTIQUE, CEPHALOSPORINE",3390.0
3229,3365816,SAPHIR AD PDRE P SUSP BUV SACHET 1000/125 B/16,"ANTIBIOTIQUE, PENICILLINE",7015.0
3230,3365823,SAPHIR AD PDRE P SUSP BUV SACHET 1000MG/125MG B/12,"ANTIBIOTIQUE, PENICILLINE",5265.0
3231,3365793,SAPHIR ENFANT PDRE P SUSP BUV SACHET 500/62.5,"ANTIBIOTIQUE, PENICILLINE",4205.0
3232,3365779,SAPHIR NOURRISSON PDRE P SUSP BUV 100MG/12.5MG FL/30ML,"ANTIBIOTIQUE, PENICILLINE",2715.0
3233,2009838,SARIDON CP B/10,ANTALGIQUE/ANTIPYRETIQUE,1320.0
3234,3337071,SECNOL GRANULES 2G SACHET DOSE B/l,ANTIBIOTIQUE ET ANTIPARASITAIRE,3860.0
3235,3193471,SECTRAL CP ENR 200 MG B/30,"ANTIHYPERTENSEUR, BÊTABLOQUANT",7380.0
3236,3220771,SECTRAL CP ENR 400 MG B/30,"ANTIHYPERTENSEUR, BÊTABLOQUANT",12040.0
3237,3154347,SEDASPIR CP B/20,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",1985.0
3238,3762584,SEDORRHOIDE CREME RECTALE T/30G,"GASTRO.E.H., MEDICAMENT DE PROCTOLOGIE",2620.0
3239,5052013,SEDORRHOIDESUPPO B/8,"GASTRO.E.H., MEDICAMENT DE PROCTOLOGIE",2620.0
3240,3236581,SEFUROX CP PELL 250MG B/10,"ANTIBIOTIQUE, CEPHALOSPORINE",5280.0
3241,3005532,SEKALGIC SUSP BUV FL/100 ML,ANTALGIQUE/ANTIPYRETIQUE + AINS,310.0
3242,8030957,SEKISAN SUSP BUV FL/120 ML,"PNEUMOLOGIE, ANTITUSSIF",2950.0
3243,3244139,SELEXID CP ENR 200 MG B/12,"ANTIBIOTIQUE , AUTRES BETA­ LACTAMINES",6040.0
3244,3346176,SELSUN SOL P APPL LOC FL/120 ML,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",6625.0
3245,3292463,SEPTEAL SOL P APPL LOC FL/500 ML,"DERMATOLOGIE, ANTISEPTIQUE LOCAL",3085.0
3246,3208649,SEPTIDERM SOLUTION DERMIQUE 10% FL/200ML,"DERMATOLOGIE, ANTISEPTIQUE LOCAL",1970.0
3247,2287661,SEPTILAIT SOL A USAGE EXTERNE FL/125 ML,"DERMATOLOGIE, ANTISEPTIQUE LOCAL",1250.0
3248,2293549,SEPTILAIT SOL P APPL CUT FL/250 ML,"DERMATOLOGIE, ANTISEPTIQUE LOCAL",2085.0
3249,3129326,"SEPTIVON LAVRIL SOL P APPL LOC 0,5% FL/250 ML","DERMATOLOGIE, ANTISEPTIQUE LOCAL",2397.0
3250,3129332,"SEPTIVON LAVRIL SOL P APPL LOC 0,5% FL/500 ML","DERMATOLOGIE, ANTISEPTIQUE LOCAL",3926.0
3251,2299339,SEPTYL SOL P BAIN DE BOUCHE FL/100 ML,"STOMATOLOGIE,BAIN DE BOUCHE,GARGARISME ET GELS",1890.0
3252,3565889,SERETIDE AEROSOL 250/25|j G B/l 20 DOSES,"PNEUMOLOGIE, ANTIASTHMATIQUE",13620.0
3253,3545935,SERETIDE DISKUS 100/50|j G B/60 DOSES,"PNEUMOLOGIE, ANTIASTHMATIQUE",10980.0
3254,3545970,SERETIDE DISKUS 250/50|j G B/60 DOSES,"PNEUMOLOGIE, ANTIASTHMATIQUE",14980.0
3255,3547354,SERETIDE DISKUS 500/50MICROGRAMMES B/60 DOSES,"PNEUMOLOGIE, ANTIASTHMATIQUE",17500.0
3256,8012043,SERGIFEX PDRE POUR SOLUT INJ 1 G IV B/l,"ANTIBIOTIQUE, CEPHALOSPORINE",1555.0
3257,3365175,SEROFLO AEROSOL 125/25pG B/l20 DOSES,"PNEUMOLOGIE, ANTIASTHMATIQUE",10060.0
3258,3365182,SEROFLO AEROSOL 250/25pG B/l20 DOSES,"PNEUMOLOGIE, ANTIASTHMATIQUE",12925.0
3259,3322079,SETRONAX COMPRIMES 4MG B/l 0,"CANCEROLOGIE, TRAITEMENTS ASSOCIES",4165.0
3260,8177455,SETRONAX SOLUTION BUVABLE 2MG/5ML FL/60ML,"CANCEROLOGIE, TRAITEMENTS ASSOCIES",3475.0
3261,8064560,SEZOL GELULE 20MG B/30,"GASTRO.E.H., ULCERE GASTRODUODENAL",4165.0
3262,8076623,SHARLUM CP 20 MG /120 MG B/24,"PARASITOLOGIE, ANTIPALUDIQUE",2715.0
3263,8076617,SHARLUM CP 40 MG/240 MG B/l 2,"PARASITOLOGIE, ANTIPALUDIQUE",2895.0
3264,8076586,SHAROLEV CP B/5,"ANTIBIOTIQUE, QUINOLONE",5540.0
3265,3179369,SHIBUDAL GELULE B/30,ANTALGIQUE/ANTIPYRETIQUE + AINS,2290.0
3266,3642047,SILOTRIF 4MG GELULE B/30,"UROLOGIE,HYPERTROPHIE BENIGNE DE LA PROSTATE",11020.0
3267,3642092,SILOTRIF 8MG GELULE B/30,"UROLOGIE,HYPERTROPHIE BENIGNE DE LA PROSTATE",16530.0
3268,8003601,SILVEREX CREME POT DE 250 G,"DERMATOLOGIE, ANTIBACTERIEN LOCAL",8850.0
3269,5604040,SILVEREX CREME T/25,"DERMATOLOGIE, ANTIBACTERIEN LOCAL",1575.0
3270,3076781,SIMULECT PDRE P P INJ B/l,IMMUNOLOGIE ET MEDICAMENTS DE LA TRANSPLANTATION,1131230.0
3271,2257252,SIMVA DENK CP 40 MG B/30,HYPOLIPEMIANT,12425.0
3272,8088052,SIMVA DENK CP PELL 20MG B/30,HYPOLIPEMIANT,8984.0
3273,1448831,SIMVASTATIN VIR COMP PELL 10MG B/28,HYPOLIPEMIANT,5150.0
3274,1448841,SIMVASTATIN VIR COMP PELL 20MGB/28,HYPOLIPEMIANT,8310.0
3275,1448851,SIMVASTATIN VIR PELL 40MG B/28,HYPOLIPEMIANT,10500.0
3276,3461411,SINGULAIR CP 10 MG B/28,"PNEUMOLOGIE, ANTI-ASTHMATIQUE",16685.0
3277,3203149,SISUL-C CREMET/15G,"DERMATOLOGIE, ANTIBACTERIEN LOCAL",1335.0
3278,2009465,SKILAX SOL BUV FL/15ML,"GASTRO.E.H., CONSTIPATION",1890.0
3279,3559963,SKINET CREME T/50 G,DERMOCORTICOIDES+ANTI FONGIQUES,2410.0
3280,3251560,SMECIP-T CP B/l 0,ANTIBIOTIQUE ET ANTIPARASITAIRE,2617.0
3281,4425001,SMECTA PDRE P SUSP BUV B/l 0 SACH,"GASTRO.E.H., ANTIACIDE ET PANSEMENT GASTROINTESTINAL",1515.0
